iter	RMSE
639	0.04494652747
640	0.04483153731
641	0.04472516083
642	0.04469114059
643	0.04460144114
644	0.04451177159
645	0.04449674885
646	0.04445310195
647	0.04440469006
648	0.04430594876
649	0.0442071209
650	0.04409827135
651	0.04399052004
652	0.04389448935
653	0.04382652783
654	0.04371995577
655	0.04364155383
656	0.04354897866
657	0.04347115457
658	0.04337083881
659	0.04329295809
660	0.04321677093
661	0.04316407818
662	0.04304310787
663	0.04297624684
664	0.04289309515
665	0.04287619649
666	0.04279623602
667	0.0427018013
668	0.0425911231
669	0.04249752594
670	0.04241344137
671	0.04232725429
672	0.04231086014
673	0.04229792465
674	0.04219676115
675	0.04210214404
676	0.04209013993
677	0.04199577682
678	0.04191195139
679	0.04182555259
680	0.04176655321
681	0.04172793793
682	0.04166952163
683	0.04159274796
684	0.04144326732
685	0.04134140042
686	0.04126342177
687	0.0411764495
688	0.04106245774
689	0.04095204187
690	0.04088823059
691	0.04084081296
692	0.04077657777
693	0.04068120031
694	0.04061091369
695	0.04055586175
696	0.04049983793
697	0.04037232551
698	0.04035896866
699	0.04025728844
700	0.04018026
701	0.04010575756
702	0.0400307475
703	0.03992622545
704	0.03991367017
705	0.03984120032
706	0.03978060727
707	0.03976354592
708	0.03968183471
709	0.03965412047
710	0.03960696671
711	0.03953608304
712	0.03945489361
713	0.03938534292
714	0.03930429854
715	0.03929239321
716	0.03921794681
717	0.03913746828
718	0.03910168516
719	0.03907101555
720	0.03903218646
721	0.03897423079
722	0.03888002415
723	0.03877559757
724	0.03870691387
725	0.03868186213
726	0.03858946541
727	0.03857753399
728	0.03849955134
729	0.03841491457
730	0.03836188739
731	0.03827716549
732	0.03817508284
733	0.03808473181
734	0.03807211835
735	0.03798824104
736	0.03790018372
737	0.03783947068
738	0.03776123008
739	0.03767293687
740	0.03759187063
741	0.03754509554
742	0.03752381507
743	0.03746687643
744	0.03736416985
745	0.03728736937
746	0.0372402662
747	0.03715982549
748	0.03711241768
749	0.03709405914
750	0.03703934812
751	0.03698049289
752	0.03692358039
753	0.0368781382
754	0.03681324747
755	0.03676840539
756	0.03669767273
757	0.03659843576
758	0.0365294121
759	0.03644372878
760	0.03637586011
761	0.03631467848
762	0.03630030943
763	0.03626045295
764	0.03618446528
765	0.03611595136
766	0.03606086157
767	0.0359974932
768	0.03598990615
769	0.03594256396
770	0.03589124805
771	0.0358258717
772	0.03575919972
773	0.03569812665
774	0.03564102656
775	0.03556944864
776	0.03550841259
777	0.03545129526
778	0.0354154067
779	0.03537260332
780	0.03536006015
781	0.03534983739
782	0.03532218394
783	0.03530475072
784	0.03523318335
785	0.03517452444
786	0.03513242576
787	0.03509519721
788	0.03503239793
789	0.03499099643
790	0.03497347914
791	0.03493010387
792	0.03485354024
793	0.03481380021
794	0.03474705952
795	0.03467487856
796	0.03463743675
797	0.03458238623
798	0.03452986333
799	0.03452174033
800	0.03451226887
801	0.03446055608
802	0.03444286423
803	0.03436654162
804	0.03435727561
805	0.03431031263
806	0.03424836375
807	0.03419904055
808	0.0341209493
809	0.03410239819
810	0.03409275982
811	0.03401815592
812	0.03392598831
813	0.03391266219
814	0.03385237312
815	0.03380242565
816	0.03377619252
817	0.0337121407
818	0.033654032
819	0.03360020654
820	0.03357213755
821	0.03353102588
822	0.03347326528
823	0.03342738876
824	0.03335422625
825	0.03331387254
826	0.03328633496
827	0.03323182664
828	0.03318299523
829	0.03314549124
830	0.03313459842
831	0.0330833164
832	0.03301776861
833	0.03297361523
834	0.03293137983
835	0.03288117951
836	0.03281584687
837	0.03276943941
838	0.0327145304
839	0.03265820237
840	0.03264044136
841	0.03260558251
842	0.03256645852
843	0.03250773248
844	0.03245604145
845	0.03240934008
846	0.03232004838
847	0.03227040363
848	0.03222026771
849	0.03219537948
850	0.03216138472
851	0.03209397259
852	0.03203570501
853	0.03198225325
854	0.03192280815
855	0.03191164602
856	0.03185082528
857	0.0317713921
858	0.03171645567
859	0.03166280299
860	0.03164616119
861	0.0315940274
862	0.03155191267
863	0.03151153635
864	0.0315071492
865	0.03149084503
866	0.03144138067
867	0.03138230876
868	0.03135976401
869	0.03132569471
870	0.03126025318
871	0.03125336009
872	0.0312317768
873	0.03119181534
874	0.03113190651
875	0.03108673939
876	0.03102944095
877	0.03097333616
878	0.03093107921
879	0.03092164322
880	0.03086361493
881	0.03077939611
882	0.03072965935
883	0.0306907381
884	0.03065011032
885	0.03060724361
886	0.03056475471
887	0.03052389843
888	0.03047082116
889	0.03043688244
890	0.03038089099
891	0.03035157177
892	0.0302834214
893	0.03021354603
894	0.03020658624
895	0.03017015653
896	0.03013047017
897	0.03010684033
898	0.03006658609
899	0.03004343093
900	0.03000193439
901	0.02995235633
902	0.02992131511
903	0.02988202753
904	0.02986992357
905	0.02983285953
906	0.02979888519
907	0.02978679177
908	0.02974790604
909	0.02970837654
910	0.02968250892
911	0.02965484971
912	0.02962361757
913	0.0295999122
914	0.02956665065
915	0.02951829599
916	0.02948456805
917	0.029449108
918	0.0294349119
919	0.02940812446
920	0.0293758657
921	0.02934934558
922	0.02930796732
923	0.0292728751
924	0.02923665996
925	0.0291875178
926	0.02918178915
927	0.02914832034
928	0.0291134928
929	0.02907180318
930	0.02904893185
931	0.02902580627
932	0.02898537743
933	0.02894757714
934	0.02890925054
935	0.02887968932
936	0.02886729582
937	0.02882846447
938	0.02880314261
939	0.02878972448
940	0.02874268728
941	0.02870209442
942	0.02866775949
943	0.02863631844
944	0.02861113857
945	0.02858111093
946	0.02854880155
947	0.02851503447
948	0.0284899123
949	0.02843213564
950	0.0284056144
951	0.0283640856
952	0.02832262485
953	0.0283099791
954	0.02827876956
955	0.02825192221
956	0.02821915259
957	0.02817468842
958	0.02815254792
959	0.02811021119
960	0.02807496938
961	0.02804512348
962	0.02801734901
963	0.02797574552
964	0.02794885438
965	0.027921741
966	0.02787992118
967	0.02783150475
968	0.02780247779
969	0.02775237344
970	0.02771687719
971	0.02769047836
972	0.02764730378
973	0.02760409253
974	0.02758582229
975	0.02755398084
976	0.02752850941
977	0.02749367157
978	0.0274696607
979	0.0274489123
980	0.02741061712
981	0.027380142
982	0.02735174775
983	0.02732227668
984	0.02728972294
985	0.02724904477
986	0.02723258922
987	0.02719910245
988	0.02717293611
989	0.02715147006
990	0.02714493262
991	0.02712250941
992	0.02711633186
993	0.02711190625
994	0.02707227666
995	0.0270514991
996	0.0270082385
997	0.02698320452
998	0.02695859137
999	0.02693733698
