bmg_alloy,paper_sno,actual_d_max
Al9.5Fe4.75Cu21.8Zr58.9Ag5.0,"[9, 7]",5
Al10.0Ni10.0Cu10.0Nb5.0Ce65.0,"[9, 5, 7]",5
B17.0Fe74.5Y2.5Nb6.0,[2],1
Al8.0Si4.5Ti20.0Ni42.0Cu5.0Zr20.5,"[1, 5, 9, 6]",2
Al4.0Cu46.0Zr44.0Ag6.0,"[1, 6]",11
Mg22.7Ca27.3Cu50.0,"[1, 5, 6, 7]",1.5
B5.0Fe83.0Nb12.0,[9],0
Cu45.0Zr25.0Ag10.0Hf20.0,"[1, 5, 6, 7, 9]",3
Al25.0Ni10.0Cu10.0La55.0,"[1, 5, 6, 7, 9]",5
B20.0Fe71.0Y2.0Nb4.0Hf3.0,"[1, 2, 5, 6, 9]",4
Al7.0Cu46.0Y5.0Zr42.0,"[1, 5, 6, 7]",10
B22.0Fe68.0Nb4.0Dy6.0,[2],3
B6.0C15.0Cr5.0Fe58.0Mo14.0Er2.0,"[1, 2, 5, 6, 9]",6
Al16.0Co10.0Ni5.0Cu5.0La32.0Ce32.0,"[1, 5, 6, 7]",10
Ti80.0Ni20.0,[9],0
Be10.0Ti9.0Cu54.0Zr27.0,"[9, 7]",5
Mg65.0Cu15.0Ag10.0Er10.0,"[1, 5, 6, 7, 9]",6
B7.0C15.0V1.0Cr4.0Mn10.0Fe49.0Mo14.0,[2],3
Al18.6Co18.6Cu4.65Zr51.1Ag7.0,"[9, 7]",14
B14.0Si6.0Ni80.0,[9],0
Al7.0Cu45.0Zr45.0Ag3.0,"[1, 5, 6, 7, 9]",8
B7.5C17.5Cr16.0Fe43.0Mo16.0,[2],2.2
Ti50.0Ni37.0Cu13.0,[9],0
Si2.0Ti14.0Ni59.0Zr13.0Nb9.0Sn3.0,"[9, 5]",2
Al88.0Cu10.0Ce2.0,[9],0
B6.0C14.0Cr14.0Fe50.0Y2.0Mo14.0,[2],4
B19.8Si3.96Fe71.2Y1.0Nb3.96,[9],2
Al16.3Ni11.6Cu11.6La60.5,"[9, 7]",8
B2.0Cr20.0Fe78.0,[9],0
C16.0Fe80.0W4.0,[9],0
B12.0C9.0Cr15.0Fe42.0Co6.0Mo14.0Tm2.0,"[1, 6]",2
Ti25.0Cu75.0,[9],0
B7.0C15.0Cr3.0Mn10.0Fe49.0Mo13.0W3.0,[2],2
B8.0Cr5.0Fe87.0,[9],0
Mg50.0Al20.0Zn30.0,[9],0
Si1.0Ti33.0Ni8.0Cu47.0Zr5.0Nb6.0,"[1, 5, 9, 6]",2
Al14.0Cu76.0Nd10.0,[9],0
Mg57.0Cu31.0Y6.6Nd5.4,"[1, 5, 6, 7, 9]",14
Si30.0Ti40.0Ni30.0,[9],0
Al33.6Ca66.4,"[9, 5, 7]",1
Al20.0Co25.0Zr55.0,"[1, 5, 9, 6]",2.5
Al10.0Ni2.0Cu20.0Ce68.0,"[1, 5, 6, 7, 9]",5
Al85.0Si7.0Fe8.0,[9],0
B5.0C7.0Si3.3P8.7Fe76.0,"[1, 2, 6]",1
Al25.0Co20.0Pr55.0,"[9, 5, 7]",5
Al96.0Co4.0,[9],0
B5.5C7.0Al2.0Si3.3P8.7Cr2.3Fe61.7Co7.0Mo2.5,[2],4
Al7.0Cu46.0Zr47.0,"[1, 5, 6, 7, 9]",3
Al89.0Fe4.0Ni7.0,[9],0
Al89.0Co3.0Ni8.0,[9],0
Al14.0Cu22.0Ag2.0La62.0,"[1, 5, 6, 7, 9]",5
B19.2Si4.8Ni72.0Nb4.0,[9],0.5
Cu42.0Zr42.0Ag16.0,"[1, 5, 6, 7, 9]",2
Al40.0Cu20.0La40.0,[9],0
Al15.0Cu20.0Ag5.0La60.0,"[1, 5, 6, 7, 9]",5
B6.0C15.0Cr15.0Fe45.0Co3.0Y2.0Mo14.0,"[1, 2, 5, 6, 9]",8
Al84.0Mn6.0Ni10.0,[9],0
Al8.0Cu26.0Zr48.0Pd10.0Ag8.0,"[1, 6]",15
Mg20.0Ca55.0Zn25.0,"[9, 5, 7]",2
Mg30.0Cu20.0La50.0,[9],0
Mg70.0Ni15.0Nd15.0,"[1, 5, 6, 7, 9]",1.5
B2.0C10.0P12.0Cr2.0Fe69.0Mo5.0,[2],3
B17.0Fe69.0Y3.0Zr5.0Nb6.0,[2],3
Al85.0Si5.0Cr10.0,[9],0
Mg90.0Y5.0Ag5.0,[9],0
Be22.5C2.0Ti14.0Ni8.0Cu12.5Zr41.0,"[1, 5, 9, 6]",5
P20.0Ni40.0Pd40.0,"[1, 5, 9, 6]",25
C18.0Co62.0W20.0,[9],0
Si16.5Cu6.0Pd77.5,"[1, 5, 9, 6]",1.5
Mg65.0Cu25.0Y5.0Gd5.0,"[1, 5, 6, 7, 9]",5
B23.0Fe71.0Zr1.2Nb4.8,[2],2
Al25.0Ni20.0La55.0,"[1, 5, 6, 7]",3
Mg70.0Ni20.0La10.0,"[9, 7]",0.4
B14.4Si9.6Fe72.0Nb4.0,[9],1.5
Al15.2Ni10.8Cu10.8La63.1,"[9, 7]",10
Be26.0Ti27.0Fe6.0Cu10.0Zr31.0,"[1, 6]",13
Al24.0Sc20.0Co10.0Ni10.0Y36.0,"[1, 5, 6, 7, 9]",25
Al4.0Ni61.0Zr28.0Nb7.0,"[1, 5, 6, 7, 9]",1
Al23.5Co22.5Zr53.0Ag1.0,"[1, 6]",3
Ni8.5Cu13.0Ga8.5Ce70.0,"[1, 6]",3
Mg20.0Y40.0Ag40.0,[9],0
Mg36.4Ca18.1Cu45.5,"[1, 5, 6, 7, 9]",2
Si11.0Zr59.0Nb30.0,[9],0
Mg61.0Cu29.0Gd10.0,"[1, 5, 6, 7, 9]",4
B20.0Fe56.0Co7.0Ni7.0Zr6.0Nb2.5Ta1.5,[2],3
Mg65.0Ni20.0La15.0,[7],0.5
Al19.4Co19.4Cu4.85Zr53.3Ag3.0,"[9, 7]",16
B10.0Cr18.0Fe72.0,[9],0
B25.0Si15.0Mo60.0,[9],0
Al9.0Fe4.5Cu23.0Zr63.5,"[1, 6]",6
Mg58.5Cu30.5Gd11.0,"[1, 5, 6, 7, 9]",8
Ti40.0Cu26.0Ga10.0Zr10.0Pd14.0,"[1, 6]",2
Mg65.0Cu25.0Y10.0,"[1, 5, 6, 7, 9]",4
B20.0Fe61.0Co10.0Zr5.0W4.0,[2],1
Mg90.0Ca5.0Zn5.0,[9],0
B18.0Ti4.0Fe77.0Zr1.0,[2],1
Al13.0Ni25.0Zr62.0,"[1, 6]",12
B6.0C15.0Fe63.5Mo14.0Er1.5,[2],3
B10.0C15.0Cr16.0Fe43.0Mo16.0,[2],2.7
B20.0Si4.0Fe71.4Cu0.6Nb4.0,[2],1.5
Ti80.0Cu20.0,[9],0
Al40.0Ti60.0,[9],0
Al90.0Co5.0Ni5.0,[9],0
Al8.0Cu36.0Zr42.0Ag8.0Au6.0,"[1, 6]",15
B22.0Fe69.0Y6.0Mo3.0,"[1, 2, 5, 6, 9]",6
B5.5C6.0Si3.3P8.7Fe75.5Cu1.0,[2],1
Al15.0Cu15.0Ce70.0,"[1, 5, 6, 7, 9]",2
Al13.0Ni25.0Zr58.0Nb4.0,"[1, 6]",15
Al90.0Cu5.0Ce5.0,[9],0
Al16.0Co3.0Ni5.0Cu12.0La32.0Ce32.0,"[1, 5, 6, 7, 9]",10
B6.0C15.0Cr15.0Fe46.0Nb4.0Mo14.0,[2],3
Mg17.5Ca62.5Zn20.0,"[9, 5, 7]",10
Al4.0Ni61.0Zr22.0Nb7.0Ta6.0,"[1, 5, 6, 7, 9]",2
B4.0C2.0Al4.0Si4.0P10.0Fe74.0Sn2.0,[2],2
B2.0C10.0P12.0Fe66.0Mo10.0,[2],2.5
Mg65.0Ni20.0Nd15.0,"[1, 5, 6, 7, 9]",3.5
Mg63.5Cu27.5Gd9.0,"[1, 5, 6, 7]",4
Mg17.5Cu5.0Zn15.0Yb62.5,"[5, 7]",4
Al7.0Cu47.0Zr43.0Ag3.0,"[1, 5, 6, 7, 9]",5
B2.0Co82.0Zr16.0,[9],0
Si0.6Ti7.41Cu49.4Zr41.9Sn0.6,[9],7
B6.0C15.0Cr6.0Fe59.0Mo14.0,"[1, 2, 6]",1.5
Ni5.0Cu16.5Ga8.5Ce70.0,"[1, 6]",6
B4.0Cr12.0Fe84.0,[9],0
Al17.9Ni12.8Cu12.8La56.5,"[9, 7]",2
Mg25.0Ca55.0Cu20.0,"[9, 5, 7]",8
Mg20.0Cu40.0Nd40.0,[9],0
B12.0Mn68.0Fe20.0,[9],0
B6.0Cr24.0Fe70.0,[9],0
Mg65.0Cu25.0Nd10.0,"[1, 5, 6, 7, 9]",1
Mg65.0Cu15.0Ag10.0Gd10.0,"[1, 5, 6, 7, 9]",7.5
Al82.0Fe4.0Ni14.0,[9],0
Mg65.0Cu15.0Y4.0Ag10.0Gd6.0,"[1, 5, 6, 7]",8
B4.0C4.0P12.0Cr7.0Fe62.0Ni8.0Mo3.0,"[1, 6]",2
C16.0Cr40.0Co44.0,[9],0
C10.0Fe82.0W8.0,[9],0
Be28.0Ti41.0Zr25.0Ag6.0,[5],10
Mg60.0Cu20.0La20.0,[9],0
Si12.3Cu18.7Ga8.2Pd2.4Ag5.8Au52.6,"[1, 6]",2
Si9.0Zr61.0Nb30.0,[9],0
B19.2Si4.8Fe66.2Nb4.0Tb5.76,[9],3
Cu85.0Ag10.0Ce5.0,[9],0
B9.0Si8.0Fe83.0,[9],0
Al35.0Ti20.0Cu45.0,[9],0
Al90.0Mn6.0Ni4.0,[9],0
B2.5C7.5P10.0Fe75.0Mo5.0,[2],2
B5.0C10.0P10.0Fe50.0Co25.0,[2],1.5
Al8.0Ni2.0Cu36.0Zr46.0Ag8.0,"[1, 6]",25
B20.0Fe56.0Co7.0Ni7.0Zr6.0Nb2.5Mo1.5,[2],3
C16.0Co68.0W16.0,[9],0
B2.0C10.0P12.0Fe71.0Mo5.0,[2],3
Al14.0Cu20.0La66.0,"[1, 5, 6, 7]",2
Cu59.0Ag40.0Ce1.0,[9],0
Al94.0Fe2.0Co4.0,[9],0
B19.2Si4.8Fe57.6Co14.4Nb4.0,[9],2.5
Al25.0Mn25.0Cu50.0,[9],0
Al60.0La40.0,[9],0
Al8.0Cu86.0Nd6.0,[9],0
Al25.0Ni5.0Cu15.0La55.0,"[9, 5, 7]",4
Si1.0Ti33.0Ni8.0Cu47.0Nb11.0,"[1, 6]",0.5
Al10.0Ni10.0Cu20.0Ce60.0,"[1, 5, 6, 7, 9]",1
B2.0Fe78.0Ni20.0,[9],0
Al94.0Co2.0Ce4.0,[9],0
B10.0Si2.75P6.88Fe39.0Ni39.0Nb2.3,[2],1.5
B4.0C4.0Si2.0P10.0Fe74.0Ga2.0Mo4.0,"[1, 2, 5, 6]",1.5
B22.0Fe68.0Ni4.0Y6.0,"[1, 2, 5, 6]",1.5
Be7.0Ti45.0Ni15.0Cu25.0Zr5.0Sn3.0,"[1, 5, 6, 7, 9]",5
Be26.9Al4.65Ti38.1Cu7.0Zr23.2,[5],10
Mg60.0Ni23.6Y0.5La15.9,"[1, 5, 6, 7, 9]",4
C7.0P13.0Fe75.0Co5.0,[2],2.3
Al16.0Co5.0Ni5.0Cu10.0La32.0Ce32.0,"[1, 5, 6, 7, 9]",12
Al14.0Co6.0Ni6.0Cu10.0Ag2.0La62.0,"[9, 7]",16
Mg10.0Ca50.0Cu25.0Zn15.0,"[9, 5, 7]",2
Si5.0Ti16.0Ni59.0Zr20.0,"[1, 5, 9, 6]",2
Be23.8Ti34.8Fe5.1Cu15.0Zr21.2,[5],15
B22.0Cr4.0Fe64.0Y6.0Nb4.0,[2],5
Fe10.0Cu32.0Ag58.0,[9],0
Ti10.0Cu45.0Zr30.0Ag15.0,"[1, 5, 6, 7, 9]",5
B6.0C15.0Cr20.0Fe47.0Y2.0Mo10.0,"[1, 2, 6]",5
Al82.0Mn8.0Ni10.0,[9],0
Al60.0Si35.0Cr5.0,[9],0
Cu57.5Ga5.0Zr37.5,"[9, 5, 7]",1
Al8.0Si3.5Ti20.0Ni42.0Cu5.0Zr21.5,"[1, 5, 9, 6]",2.5
B6.0C15.0Cr4.0Fe60.5Mo14.0Er0.5,"[9, 2, 5]",3
Al86.0Mn2.0Co12.0,[9],0
Al8.0Fe6.0Cu36.0Zr42.0Ag8.0,"[1, 6]",4
B20.0Ti1.5Fe56.0Co7.0Ni7.0Zr6.0Nb2.5,[2],3
B11.0C1.0Si3.0P2.0Fe83.0,[2],0.067
Mg10.0Ca70.0Zn20.0,"[9, 7]",0.5
Al25.0Co20.0Y16.0Lu39.0,"[9, 5, 7]",5
Mg80.0Al15.0Zn5.0,[9],0
B6.0C15.0Fe64.0Mo14.0Er1.0,[2],3.5
B4.0C4.0Si2.5P9.5Fe77.0Ga3.0,[2],2.5
Al15.0Ni17.5Cu7.5Zr56.0Nb4.0,"[1, 6]",6
Al62.5Fe12.0Ce25.5,[9],0
Fe20.0Cu40.0Ag40.0,[9],0
B6.0C15.0Cr4.0Mn10.0Fe51.0Y2.0Mo12.0,[2],6.5
Be7.0Ti50.0Ni15.0Cu25.0Sn3.0,"[1, 5, 6, 7, 9]",2
Be20.0Ti20.0Co20.0Zr20.0Hf20.0,"[1, 6]",3
C5.0Si25.0Co70.0,[9],0
B20.0Si4.0Fe71.0Cu1.0Nb4.0,[2],1
Si15.0Ti35.0Nb50.0,[9],0
B6.0C15.0Cr4.0Mn10.0Fe49.0Mo14.0Er2.0,[2],5
P19.0Co10.0Ni71.0,[9],0
Mg90.0Ca10.0,[9],0
Si10.0Ni90.0,[9],0
Al25.0Ni15.0Gd60.0,"[1, 5, 6, 7]",4
Al10.0Co25.0La28.0Ce42.0,[5],12
Al10.0Ni70.0Zr20.0,[9],0
B4.0C4.0Al4.0Si1.0P11.0Fe74.0Sn2.0,[2],2
B6.0C15.0Fe45.3Co19.4Mo14.0Er0.25,[2],2.5
Si20.0Nb45.0Mo35.0,[9],0
B17.0Fe71.0Y3.0Zr3.0Nb6.0,[2],3
Al10.0Fe20.0Co10.0Nd60.0,[7],5
Ti10.0Cu55.0Zr30.0Ag5.0,"[1, 5, 6, 7, 9]",3
B8.0Fe82.0Ni10.0,[9],0
Si2.0Ti11.0Ni59.0Zr16.0Nb9.0Sn3.0,"[9, 5]",2
Mg40.0Al30.0Zn30.0,[9],0
B5.0C7.0Si3.3P8.7Fe74.0Ga2.0,"[1, 6]",3
Al30.0Zr70.0,[9],0
C18.0Ni62.0Mo20.0,[9],0
Mg36.4Ca22.7Cu40.9,"[1, 5, 6, 7, 9]",1.5
P19.0Co12.5Ni68.5,[9],0
Fe29.0Cu71.0,[9],0
Mg25.0Ca45.0Cu30.0,"[9, 5, 7]",6
Al80.0Cu10.0La10.0,[9],0
Ni60.0Nb40.0,"[1, 5, 6, 7, 9]",1
Al60.0V5.0Ge35.0,[9],0
B5.0C7.0Si3.3P8.7Ti1.0Fe75.0,[2],1.5
Mg60.0Si0.25Ni23.6Y0.25La15.9,"[1, 6]",2
Ti75.0Ni25.0,[9],0
Al12.1Ni17.4Cu7.95Zr62.5,"[1, 5, 6, 7, 9]",7.5
Si10.0P5.0Cu2.0Pd79.0Ag4.0,"[1, 5, 9, 6]",7
B2.0Cr16.0Fe82.0,[9],0
Al83.0Cu15.0Ce2.0,[9],0
B22.0Fe56.0Co16.0Y6.0,"[1, 2, 5, 6, 9]",2.5
Al88.0Si2.0Cr10.0,[9],0
Be20.0Ti40.0Ni10.0Cu5.0Zr25.0,[5],5
Cu20.0Ga10.0Ce70.0,"[1, 6]",10
B2.0C10.0P12.0Cr3.0Fe63.0Mo10.0,"[9, 2, 5]",2.5
B8.0C1.0Si4.0P4.0Fe83.0,[2],0.055
B22.0Fe68.0Co4.0Y6.0,"[1, 2, 5, 6, 9]",2
Fe2.0Cu66.0Ag32.0,[9],0
B22.0Fe64.0Co8.0Y6.0,"[1, 2, 5, 6, 9]",2.5
B6.0C15.0Cr19.0Fe48.0Mo10.0Er2.0,[2],5
B7.0C15.0Cr4.0Mn10.0Fe48.0Mo16.0,[2],3
B6.0C15.0Fe63.0Mo14.0Er2.0,"[1, 2, 5, 6, 9]",3
Si13.0Ti37.0Nb50.0,[9],0
Mg65.0Cu15.0Pd5.0Ag5.0Gd10.0,"[1, 5, 6, 7, 9]",10
Ti47.5Ni7.5Cu42.5Zr2.5,"[1, 5, 6, 7, 9]",1.5
Si40.0Ti30.0Ni30.0,[9],0
P21.0Ni66.0Cu13.0,[9],0
Al88.0Mn10.0Ce2.0,[9],0
C5.0Co80.0W15.0,[9],0
Mg40.0Ni40.0Y20.0,[9],0
Mg75.0Cu15.0La10.0,[9],0
Si1.0Ti33.0Ni8.0Cu47.0Zr11.0,"[1, 5, 9, 6]",4
Si6.5Cu2.0Pd81.5,"[1, 6]",2
B2.5C7.5P10.0Fe66.6Ni7.4Mo6.0,[2],4
Mg80.0Cu5.0Nd15.0,[9],0
B5.5C7.0Al2.0Si3.3P8.7Cr2.3Fe65.7Co3.0Mo2.5,[2],5
Al90.0Si2.0Fe8.0,[9],0
Ti14.0Ni20.0Cu17.0Zr49.0,"[1, 5, 6, 7, 9]",4
Mg60.0Ni23.6La16.4,"[1, 5, 6, 7]",2.5
Be20.0Ti20.0Ni15.0Cu5.0Zr20.0Hf20.0,"[1, 5, 6]",20
B5.0C7.0Si3.3P8.7Fe75.5Zr0.5,[2],0.5
Be20.0Ti20.0Ni7.5Cu12.5Zr20.0Hf20.0,"[1, 5, 6]",20
B15.5Fe61.0Co7.0Zr9.5Mo5.0W2.0,[2],1.5
B22.0Fe70.0Y6.0W2.0,"[1, 2, 5, 6, 9]",3
B6.0C15.0Cr4.0Fe61.0Mo14.0,[2],2
Ti43.1Ni9.06Cu36.2Zr9.59Sn1.96,"[1, 5, 6, 7, 9]",3
Ti7.0Cu60.0Zr33.0,"[1, 5, 6, 7, 9]",3
Mg20.0Cu30.0La50.0,[9],0
Al20.0Mn3.0Ni22.0Gd55.0,"[1, 5, 6, 7, 9]",2
Si2.0Ti13.0Ni59.0Zr14.0Nb9.0Sn3.0,"[9, 5]",2
Mg15.0Ca60.0Zn25.0,"[9, 5, 7]",6
Li9.96Mg8.54Ca65.0Zn16.5,"[5, 7]",5
Al16.0Co28.0Zr58.0,"[1, 6]",2
Si5.0Ni95.0,[9],0
Al2.0Cu88.0Ce10.0,[9],0
Si16.3Cu26.9Pd2.3Ag5.5Au49.0,"[1, 5, 9, 6]",5
Cu48.0Zr48.0Ag4.0,"[1, 5, 6, 7, 9]",3
Al91.0Fe6.0Ni3.0,[9],0
Mg57.0Cu31.5Y9.2Nd2.3,"[1, 5, 6, 7, 9]",10
Be26.6Ti38.9Fe5.7Cu5.0Zr23.7,[5],12
B19.2Si4.8Fe7.2Co64.8Nb4.0,[9],2
B6.0P14.0Fe40.0Ni40.0,[2],2.5
Al10.0Cu86.0Nd4.0,[9],0
Al10.0Fe5.0Cu22.5Zr62.5,[5],20
Al4.0Cr0.5Cu47.5Zr48.0,"[1, 6]",3
B19.2Si4.8Fe36.0Co36.0Nb4.0,"[1, 6]",2
Al10.0Cu40.0Zr40.0Ag10.0,"[1, 5, 6, 7, 9]",3
Mg40.0Cu20.0Nd40.0,[9],0
B14.2Si2.75P2.75Fe70.2Ni7.8Nb2.3,[2],1
C8.0Ni72.0Mo20.0,[9],0
Si20.0Cu25.0Au55.0,"[1, 9, 6]",0.5
Al70.0La30.0,[9],0
Al14.0Ni24.0La62.0,"[1, 6]",2
Al60.0Fe15.0Ce25.0,[9],0
B3.0C10.0P10.0Cr3.0Fe64.0Mo10.0,"[9, 2, 5]",2.5
Al70.0Ni10.0Y20.0,[9],0
B1.0Cu20.0Zr79.0,[9],0
B12.5Si7.0Co80.5,[9],0
B22.0Fe70.0Y6.0Mo2.0,"[1, 2, 5, 6, 9]",3.5
C15.0Cr10.0Fe75.0,[9],0
Fe30.0Cu44.0Ag26.0,[9],0
Al10.0Co25.0La52.0Ce13.0,[5],12
Al84.0Co8.0Ni8.0,[9],0
Al14.0Ni12.0Cu12.0La62.0,"[1, 5, 6, 7]",12
B19.4Si3.88Fe69.8Y3.0Nb3.88,[9],4
Ti80.0Ni10.0Cu10.0,[9],0
Al10.0Cu88.0Ce2.0,[9],0
Al94.0Mn2.0Ni4.0,[9],0
B6.0C16.0Cr4.0Mn10.0Fe50.0Mo14.0,[2],4
Al7.5Cu52.5Hf40.0,"[9, 5, 7]",3
Mg60.0Cu23.2Ag5.8Gd11.0,[5],26
Mg75.0Cu10.0Ce15.0,[9],0
Be10.0Zr90.0,[9],0
Al85.0Co1.0Ni14.0,[9],0
B5.0C10.0P10.0Fe40.0Co35.0,"[1, 2, 6]",2
Al5.0Ti5.0Ni60.0Zr20.0Nb10.0,"[1, 5, 6, 7, 9]",2
Mg65.0Cu25.0Dy10.0,"[1, 5, 6, 7, 9]",3
Ni3.0Cu18.5Ga8.5Ce70.0,"[1, 6]",10
Al8.0Cu36.0Zr44.0Ag8.0Au4.0,"[1, 6]",20
Al15.0Co25.0Gd60.0,"[1, 5, 6, 7, 9]",5
C8.0Cr20.0Fe72.0,[9],0
B5.0C7.0P10.0Cr3.0Fe63.0Mo12.0,[2],2.5
B3.0Fe85.0Nb12.0,[9],0
B6.0C15.0Fe65.0Mo14.0,"[9, 2, 5]",1.5
Al70.0Ni10.0Ce20.0,[9],0
Si1.0Ti33.0Ni8.0Cu47.0Zr3.0Nb8.0,"[1, 5, 9, 6]",1
Ti30.0Ni40.0Cu30.0,[9],0
B5.0C7.0Si3.3P8.7Mn0.5Fe75.5,[2],1
Si2.0Ti9.0Ni59.0Zr19.0Nb8.0Sn3.0,[5],2
Al10.0Co2.0Cu20.0Ce68.0,"[1, 5, 6, 7, 9]",10
Be7.0Al7.0Cu43.0Zr43.0,"[1, 5, 6, 7, 9]",12
C18.0Ni54.0Mo28.0,[9],0
B2.0Fe66.0Nb6.0Dy5.0,[2],2
Mg90.0Zn10.0,[9],0
Be15.0Si15.0Ti70.0,[9],0
P20.0Cr80.0,[9],0
Al15.0Ni10.0Cu19.0Y2.0Zr54.0,"[1, 5, 6, 7]",5
Mg30.0Ca45.0Cu25.0,"[9, 5, 7]",1
B4.0C4.0P12.0Cr7.0Fe70.0Mo3.0,"[1, 6]",1.5
Mg25.0Ca65.0Cu10.0,"[9, 7]",0.5
B10.0Fe75.0Ni15.0,[9],0
B23.0Fe66.0Nb6.0Tm5.0,[2],4.5
B6.0Fe76.0Mo18.0,[9],0
Al10.0Ni5.0Cu30.0Zr55.0,"[1, 6]",5.2
C15.0Co77.5W7.5,[9],0
Al61.0Si18.0Cr21.0,[9],0
Al14.0Cu17.0Ag7.0La62.0,"[1, 5, 6, 7, 9]",5
Al10.1Ni14.2Cu11.7Zr64.0,"[1, 5, 6, 7]",5
Be35.0Ti45.0Zr20.0,[5],6
Al30.0Ti60.0Cu10.0,[9],0
Mg13.0Ca60.0Cu27.0,"[9, 5, 7]",1
Al8.0Fe2.0Cu34.0Zr48.0Ag8.0,"[5, 7]",10
Mg58.5Cu30.5Y11.0,"[1, 5, 6, 7, 9]",9
Mg25.0Ca40.0Cu35.0,"[9, 5, 7]",4
Al14.0Co2.0Ni2.0Cu16.6Ag3.34La62.0,[9],16
Mg10.0Ca55.0Cu35.0,[7],0.5
B4.0C4.0Si3.0P9.0Fe76.0Mo4.0,[9],4
Al4.0Co0.3Cu47.7Zr48.0,"[1, 6]",3
Ti10.0Cu35.0Zr30.0Ag25.0,"[1, 5, 6, 7, 9]",2
Al8.0Fe4.0Cu36.0Zr44.0Ag8.0,"[1, 6]",9
Al10.0Cu20.0Nb3.0Ce67.0,"[1, 5, 6, 7]",5
Al75.0Co20.0Ce5.0,[9],0
B19.2Si4.8Fe72.0Nb4.0,[9],2
C7.0P13.0Fe65.0Co15.0,[2],2
Si2.0Ti11.0Ni59.0Zr18.0Nb7.0Sn3.0,[5],2
Al80.0Cr10.0Ce10.0,[9],0
B12.0C8.0Co80.0,[9],0
B0.5Al7.0Si3.0Ti53.0Ni18.5Cu15.0Hf3.0,"[1, 5, 9, 6]",2
P20.0Ni67.0Cu13.0,[9],0
Al7.0Ni12.5Cu12.5Pr68.0,[7],1.5
Al8.0Si3.5Ti19.0Ni42.0Cu5.0Zr22.5,"[1, 5, 9, 6]",3
Mg18.2Ca31.8Cu50.0,"[1, 5, 6, 7, 9]",2
Li9.69Mg8.31Ca65.0Zn17.0,[5],3
B10.0Fe65.0Ni25.0,[9],0
B22.0Fe72.0Y4.0Ta2.0,"[9, 2, 5]",4
Al80.0V10.0Ce10.0,[9],0
Al75.0Co15.0Ce10.0,[9],0
B2.0C10.0P12.0Fe69.0Mo7.0,[2],2.5
Mg30.8Ca30.8Ag38.4,"[9, 7]",0.5
Al70.0Ni20.0Y10.0,[9],0
Ti43.2Ni6.91Cu36.2Zr9.6Sn4.0,[7],1
Al88.0Mn4.0Co8.0,[9],0
Al6.0Cu48.0Zr44.0Ag2.0,"[1, 6]",12
B20.0Fe73.0Nb4.0Hf3.0,"[1, 2, 6]",2
B5.5C7.0Al2.0Si3.3P8.7Cr2.3Fe67.7Co1.0Mo2.5,[2],6
B25.0Fe56.0Co13.4Nb5.5,"[1, 5, 9, 6]",2.5
Ti40.0Cu34.0Ga2.0Zr10.0Pd14.0,"[1, 6]",3
Al16.0Co29.0Zr55.0,"[1, 6]",7
B24.0Si1.5Ti3.0Fe27.0Co40.0Zr3.0Mo1.5,"[1, 2, 5, 6, 9]",1.5
Mg85.0Ca5.0Zn10.0,[9],0
B2.0C8.0Si1.0P9.0Fe78.0Sn2.0,[2],3.5
Mg87.5Y12.5,[9],0
Mg54.0Cu28.0Y11.0Ag7.0,[5],16
Mg65.5Cu25.4Gd9.0,"[1, 6]",6
B21.0Fe79.0,[9],0
Al40.0Ni10.0Zr50.0,[9],0
Al88.0Fe10.0Ni2.0,[9],0
C20.0Fe70.0W10.0,[9],0
B10.0C15.0Fe60.0Mo15.0,[2],1
B19.6Si3.92Fe70.5Y2.0Nb3.92,[9],2
Si1.0Ti41.5Ni7.5Cu37.5Zr2.5Sn5.0Hf5.0,"[1, 5, 9, 6]",6
Al20.0Ni60.0Zr20.0,[9],0
B22.0Fe72.0Y4.0Hf2.0,"[2, 5]",3
Al14.0Co2.0Ni2.0Cu16.6Ag3.33La62.0,[7],16
C5.0Si25.0Ni70.0,[9],0
P9.0Cu80.5Ag10.5,[9],0
Mg80.0Al10.0Zn10.0,[9],0
B2.0C9.0P9.0Cr2.0Fe78.0,[2],1.8
Be23.0Al6.0Ti24.0Ni10.0Cu9.0Zr28.0,"[1, 6]",9
B10.0Cr8.0Fe82.0,[9],0
P8.5Cu84.5Ag7.0,[9],0
B10.0Fe75.0Cu15.0,[9],0
Al88.0Cr12.0,[9],0
Ti50.0Ni50.0,[9],0
Al6.0Cu86.0Ce8.0,[9],0
Be10.0Ti90.0,[9],0
B6.0C18.0Cr16.0Fe44.0Mo16.0,[2],1.2
Ti10.0Ni80.0Cu10.0,[9],0
Fe27.0Cu51.0Ag22.0,[9],0
Al16.0Ni5.0Cu15.0La32.0Ce32.0,"[1, 5, 6, 7, 9]",10
B10.0Al4.0Co86.0,[9],0
Cu95.0Zr5.0,[9],0
B18.0P3.0Fe79.0,[9],0
Al16.0Co8.0Ni5.0Cu7.0La32.0Ce32.0,"[1, 5, 6, 7, 9]",10
Si2.0Ti11.0Ni59.0Zr20.0Nb5.0Sn3.0,"[9, 5]",2
Be35.0Ti40.0Zr25.0,[5],6
Be20.0Zr80.0,[9],0
Mg60.0Si0.25Ni23.6La16.1,"[1, 6]",1
Al15.0Cu20.0Ce65.0,"[1, 5, 6, 7, 9]",2
B10.0Al12.0Co78.0,[9],0
